S.no,User name,followers,Text,Url,Bio
107,"""Healthworks22""",931,"""Follicular thyroid cancer and H\u00fcrthle cell carcinoma: challenges in diagnosis, treatment, and ... https://t.co/6qH79QvWP5""","""http://healthandfitnessloveaffair.com/super-efficient-diet""","""A quest for health and fitness of both mind and body. A desire for control over health and fitness of both main and body."""
108,"""mcquadeMDLAc""",65,"""Grafteful 4 mentorship of Dr. Alyssa Rieber who brings her experiences into every patient interaction. @CancerMedMDA https://t.co/fUoLuby08B""",null,"""MD Anderson Melanoma Medical Oncology MD. Research lifestyle factors, melanoma biology and integrative medicine. Disaster relief. Tweets are my own."""
109,"""945wpti""",552,"""Harry Connick Jr. &amp; Wife Open Up About Her Secret Breast Cancer Battle https://t.co/CvoIZZ1UWs""","""http://www.945wpti.com""",null
110,"""mattie_moore23""",889,"""RT @GenericSaidSlow: Nah Dr. Sebi discovered this. Yal killed Fam and stole all his cures. https://t.co/VUvrCaDXFi""","""http://paypal.me/mattiemoore""","""Snapchat: maaattiemoore"""
111,"""MariaChandria""",1207,"""RT @LetsGoWarriors: VIDEO: KEVIN DURANT postgame Warriors-Raptors: boxing out, 2nd unit, turnovers, breast cancer survivors \ud83d\udcfa (6:16)\u2026 """,null,"""i mean i could but why would i want to"""
112,"""crescentmen""",268,"""#4f Grin and bear it: @BridgetGC the article says \""The evidence for the effect is dubious\"" is this true? https://t.co/FT1XeYCrAC""","""http://southcot.co.uk/tn""","""Helping people understand technology. Tweets by Charlie Markwick are a mix of personal (the other crescentman, Cliff may not agree!!), business and ICT matters."""
113,"""AmatFazirah""",73,"""RT @Koreaboo: Shin Min Ah Is The Biggest Support In Kim Woo Bin\u2019s Cancer Treatment\n\n\u279c Read More: https://t.co/fxg7uCLtOG https://t.co/ZlXWV\u2026""",null,"""Apink Fighting!!"""
114,"""IheartKrisB""",235,"""RT @AddictedToKB: Breast Cancer Awareness advocate Kris Bernal\n#ImpostoraBagongUnos""",null,null
115,"""CNN""",38162102,"""Cancer patient: Treat gun violence like cancer | via @CNNopinion https://t.co/8rgoh9eG50 https://t.co/TRN0pWBs6E""","""http://www.cnn.com""","""It\u2019s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app \ud83d\udcf2http://cnn.it/apps"""
116,"""kp_85""",20958,"""I am sharing my fav pink bottle to support fight against cancer.  #NayatiYouWeCanPinkChallenge Pink Challenge\u2026 https://t.co/HGoIT9kete""",null,"""cricket lover. forever Foodie. never read books.except engineering books, tech lover."""
117,"""1st_Of_His_Name""",139,"""RT @aleysha110: If you are stupid enough to think breast cancer is the same as premature ejaculation then I'm sorry for the women i\u2026 """,null,"""First of my name | Cricket fanatic | Red Devil | Man Utd for life | #GGMU | Engineer by profession | Sectumsempra!"""
118,"""DrEricLevi""",6159,"""@drlauraduggan Awake elective tracheostomy under LA is also a safe alternative which ENTs do often on major head &amp;\u2026 https://t.co/HpO4nt6iFo""","""http://ericlevi.com""","""Head&Neck Cancer Surgeon. Paediatric ENT & Airway Surgeon. Facial Plastic Surgery. Tweets mine, not employers. Retweets not endorsements."""
119,"""LyndaAtchison""",11282,"""RT @On_The_Hook: #JohnMcCain unknowingly grew a Tumour! \n\nBut, he willingly met with a British Ambassador to help create a CANCER th\u2026 ""","""http://donaldjtrump.com""","""Conservative, Christian, Pro Life,Police& Military,Detest PC,NO Sharia Law in America #MAGA  \ud83d\ude82\ud83d\ude83\ud83d\udcaf#TrumpTrain List=Block"""
120,"""Figikung""",221,"""Cancer patient: Treat gun violence like cancer | via CNNopinion https://t.co/3xtqev7fM4 https://t.co/9e0vMdpejb CNN""",null,"""The truth may hurt for a little while but a lie hurts forever."""
121,"""tomatesangre""",76,"""RT @FjRamiz81: \u00bfHab\u00e9is pensado que no votar a los que prefieren robar a invertir  en la lucha contra el c\u00e1ncer puede ser m\u00e1s efect\u2026 """,null,null
122,"""_BigFatPandA_""",160,"""RT @Cancer_F6: #Cancer need someone to make them feel like tomorrow is more than just another day.""",null,"""|| Instagram - x_imperfectionn_x ||"""
123,"""patty19992""",464,"""RT @juju_home: i see numbers 6 n 3 (n 9=6+3 ;) lucky numbers for cancer! https://t.co/qqjGX8E6sj""","""http://ask.fm/patty19992""","""718 - 525"""
124,"""elspeth54""",3028,"""RT @corbettreport: Reuters reporter again promotes false narrative about IARC and glyphosate cancer concerns https://t.co/rFafwdQ08Y via @G\u2026""",null,"""\""We are what we repeatedly do excellence, therefore, is not an act but a habit\"" - If you stand for nothing you fall for everything: against UNAgenda21/30 & NWO"""
125,"""alenasokolova35""",3,"""CNN: Cancer patient: Treat gun violence like cancer | via CNNopinion https://t.co/zLyJK3yoFS https://t.co/iCMhDueA0P""",null,null
126,"""MatildaLivhu""",111,"""RT @Luyanda_Maf: More education on cancer is needed in black communities. My people can't keep dying from this disease not knowing what it\u2026""",null,"""\u26abA young Lady Under God's Construction\n\u26abPrayer Changes Everything\ud83d\ude4f\n\u26abDestined For Greatness\ud83d\udc51\n\u26abIm Not For Everyone \n\u26abUnashamed & Unapologetic \ud83d\udc81\n\u26abAchiever \ud83c\udf93"""
127,"""SeyiRayo""",317,"""RT @TheReachTV: R.I.P. to actor Robert Guillaume who died at 89 today from prostate cancer https://t.co/ViqkNMHrwr""","""https://youtu.be/vAGYsxk97Vc""","""Graphic Design & Illustration Student.                    My Artwork - Insta: SeyiRayo"""
128,"""ArloBoom""",169,"""RT @BaeilyMedical: Chinese doctors bowing down to an 11 year old boy with bran cancer who saved several lives by donating his organs https:\u2026""",null,"""it means im a liar"""
129,"""ussportsradio""",1594,"""The Truth About Pet Cancer Featuring: How to Protect Your Pets - Episode 5 on US Sports Net! https://t.co/DEsaDNETbF""","""http://www.ussportsentertainment.com""","""The Radio Home Of Champions. The play-by-play home of DeMatha High School Football/Hoops, D.C. Divas Football, Bowie State Football/Hoops and more."""
130,"""hoodsbasketball""",1396,"""RT @LBCBasketball: So Saturday we are fundraising for Macmillan Cancer Support in memory of Gill Bigley - here\u2019s what\u2019s happening so... htt\u2026""","""http://www.hoodsbasketball.com""","""The Nottingham Hoods Basketball Club - National Champions 2010 - has over 150 members at all age group levels"""
131,"""NeePourMouriiir""",312,"""RT @tedniama: y\u2019avait un gars avec le cancer au coll\u00e8ge il croyait trop il pouvait parler mal pcq il \u00e9tait malade un jour g p\u00e9t\u00e9\u2026 """,null,"""Student in engineering school \ud83e\udd13"""
132,"""dilajamaludin_""",1297,"""RT @Koreaboo: Shin Min Ah Is The Biggest Support In Kim Woo Bin\u2019s Cancer Treatment\n\n\u279c Read More: https://t.co/fxg7uCLtOG https://t.co/ZlXWV\u2026""","""http://Instagram.com/fadilahjamaludin_""","""\ub808\uc774 \uc7a5\uc774\uc53d , \ubcc0\ubc31\ud604 \u2764\ufe0f"""
133,"""AnahitaLea""",137,"""RT @villecannes: Le cancer du sein, parlons-en ensemble\nProjection gratuite \u00ab De plus belle \u00bb\n\ud83d\udccd Ce jeudi, 15h30, Cin\u00e9ma Les Arcades\n\ud83d\udc49 https\u2026""","""https://www.instagram.com/anahita.lea/""",null
134,"""jacarandachick""",1343,"""RT @xuhulk: Was just reminded that the word for \""toxic masculinity\"" in Chinese is \u76f4\u7537\u764c, or \""straight man cancer\"" \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d""","""http://zimcast.com""","""INFJ snowflake hunny! In flux...tech/digital inclusion everywhere/film/politics/football/co-founder @zimcast1/ Chick of House Jacaranda \ud83d\udc9c"""
135,"""GsdRubyR""",975,"""RT @peemail: \ud83d\udc95\ud83d\udc36Me did weally gweat at me chemo today!\ud83d\udc99\ud83d\udc4dEben got a bweast cancer bandana! Just haffed dinner &amp; now outside feelin\u2026 """,null,"""This account is dedicated to my friend, my baby Ruby who forgot to tell me... how to live without her!!"""
136,"""hdd614""",83,"""RT CNN \""Cancer patient: Treat gun violence like cancer | via CNNopinion https://t.co/s8IWQGxkJT https://t.co/9cw2vWuR9t\""""",null,"""\u73e0\u5b9d\u516c\u53f8\u6253\u6742\u4eba\u5458/\u526f\u4e1a\u6c34\u7ba1\u5de5\u3001\u7535\u5de5\u3001\u4fee\u7535\u8111\u3001\u4fee\u7535\u89c6\u673a\u3001\u6d17\u8863\u673a\u3001\u7a7a\u8c03\u3001\u62bd\u98ce\u673a\u3001\u5fae\u6ce2\u7089\u3001\u5439\u98ce\u673a\u3001\u5438\u5c18\u5668\u3001\u6c7d\u8f66\u3001\u6469\u6258\u8f66\u3001\u81ea\u884c\u8f66\u3001\u6ed1\u677f\u3001\u5728\u5b66\u98de\u884c\u5458....../\u5d07\u5c1a\u81ea\u7531\u4f46\u65f6\u523b\u63d0\u9192\u81ea\u5f8b\u9075\u5b88\u57fa\u672c\u6cd5"""
137,"""IsThisAB0t""",2473,"""RT @sensimeliajah: FukushimaFallout 2,423 Days or 346 Weeks 1 Days #Spewing #Potus #Cancer #Scotref #epa #YourSkywillBSprayed  https://t.co\u2026""",null,"""Indyref2 highly likely...   This is a Retweet Bot - Retweets are obviously not endorsements."""
138,"""BotBrody15""",40,"""Cancer patient: Treat gun violence like cancer | via CNNopinion https://t.co/33AfdwCqQA https://t.co/wUDOato1he""",null,"""Tweet to me what stock, team, or currency you want me to post daily."""
139,"""DaNaejaSutton""",1036,"""Noooooooo https://t.co/OCSBLgTACt""",null,"""Still Lil nae nae from the block | Youtube channel: NeverChill queen| \u2764\ufe0f IG:Danaejakishaye black people are endangered #Womanist #BLM let's change society"""
140,"""solo8590""",825,"""Attacking Your Adversity: https://t.co/4F4872hqya #health #documentary #hollywood #cancer #movie #producer""","""http://solopreneurhour.com""","""Nominated as Best New Show 2013 - The Solopreneur Hour Podcast (http://solohour.com ) Archives, Episodes 79-84. For new episodes, check out @solohour"""
141,"""hdd614""",83,"""RT CNN \""Cancer patient: Treat gun violence like cancer | via CNNopinion https://t.co/s8IWQGxkJT... https://t.co/Z08PZacOup""",null,"""\u73e0\u5b9d\u516c\u53f8\u6253\u6742\u4eba\u5458/\u526f\u4e1a\u6c34\u7ba1\u5de5\u3001\u7535\u5de5\u3001\u4fee\u7535\u8111\u3001\u4fee\u7535\u89c6\u673a\u3001\u6d17\u8863\u673a\u3001\u7a7a\u8c03\u3001\u62bd\u98ce\u673a\u3001\u5fae\u6ce2\u7089\u3001\u5439\u98ce\u673a\u3001\u5438\u5c18\u5668\u3001\u6c7d\u8f66\u3001\u6469\u6258\u8f66\u3001\u81ea\u884c\u8f66\u3001\u6ed1\u677f\u3001\u5728\u5b66\u98de\u884c\u5458....../\u5d07\u5c1a\u81ea\u7531\u4f46\u65f6\u523b\u63d0\u9192\u81ea\u5f8b\u9075\u5b88\u57fa\u672c\u6cd5"""
142,"""laplace_hea""",20978,"""FDA Approves Another Amazing And Costly Cancer-Killing Gene Therapy The Food and Drug Administration just approved https://t.co/bMB2x28v3D""","""http://www.atak.co""",null
143,"""Anjjybaby""",149,"""RT @UwaAiremen: @Gidi_Traffic @iamfatdon Hunger is in the land, the one we  manage to eat now has cancer? Something must kill a man!""",null,null
144,"""courtney_lovely""",296,"""RT @GenericSaidSlow: Nah Dr. Sebi discovered this. Yal killed Fam and stole all his cures. https://t.co/VUvrCaDXFi""","""http://www.instagram.com/queenapiyo""","""To God Be The Glory.................................. The Ambitious Girl ~ Wale"""
145,"""ohemayan""",1011,"""RT @GenericSaidSlow: Nah Dr. Sebi discovered this. Yal killed Fam and stole all his cures. https://t.co/VUvrCaDXFi""",null,"""I cried on the last episode of The Office SIUC '21 \ud83c\uddec\ud83c\udded"""
146,"""Maestro719""",654,"""RT @GenericSaidSlow: Nah Dr. Sebi discovered this. Yal killed Fam and stole all his cures. https://t.co/VUvrCaDXFi""",null,"""Keep in mind that I'm an artist and I'm sensitive about my shhh... #ILLuminated"""
147,"""FundacionMQI""",2748,"""RT @DiegoVillalon_: 3\u00b0 Foro sobre C\u00e1ncer de Pulm\u00f3n. El 15 de noviembre hablamos de screening, tratamientos y tabaquismo #RetosCPulmon\u2026 ""","""http://fundacionmasqueideas.org""","""Entidad sin \u00e1nimo de lucro que promueve un cambio en el sector salud a trav\u00e9s del trabajo solidario y en red entre todos los agentes sanitarios. #SumandoenSalud"""
148,"""parkjiminslips""",55070,"""RT @vminish_: i love you hobi https://t.co/EBWdelPDoH""","""http://fluffballjimin.tumblr.com""","""*\u22c6\u0e3a\u0fd0\u2729"""
149,"""flamegurl4eva""",155,"""RT \""RT UwaAiremen: Gidi_Traffic iamfatdon Hunger is in the land, the one we  manage to eat now has cancer? Something must kill a man!\""""",null,null
150,"""AngCheryl0642""",829,"""RT @vminish_: i love you hobi https://t.co/EBWdelPDoH""",null,null
151,"""_dosaaa""",743,"""RT @GenericSaidSlow: Nah Dr. Sebi discovered this. Yal killed Fam and stole all his cures. https://t.co/VUvrCaDXFi""",null,"""All them compliments stop when that intimidation kick in. \ud83c\udf38 Dls Alumna '17. \ud83c\udf93Proverbs 21:23. #LSU21 \ud83d\udc2f"""
152,"""nz0907""",60,"""RT CNN \""Cancer patient: Treat gun violence like cancer | via CNNopinion https://t.co/qJoQS1ik3D https://t.co/JquwntdzpQ\""""",null,"""\u751f\u5e73\u591a\u9605\u5386\uff0c\u80f8\u4e2d\u6709\u6c9f\u58d1/\u4eb2\u7231\u7684\u6811\u6d1e/ \u60f3\u8981\u4e00\u4e2a\u8d4f\u73a9\u578b\u4eba\u578b\u673a\u5668\u4eba/ sometimes, i just wanna sit on a roof top at 3am with someone and talk about life"""
153,"""billiejenax""",1560,"""@roetooturnt Oh sis I'm sorry this hit so close to home for you babe. This exactly why I'm mad people ain't questio\u2026 https://t.co/NmrCTcBDaw""",null,"""people that joke about michaels vitiligo or dig up \""those\"" false accusations deserve to burn in hell for all eternity\ud83d\ude0a"""
154,"""GCanChlair""",201,"""Our TY students are helping Clare Cancer Support members to get the most from their mobiles! https://t.co/CJWLVIOcVU""","""http://gaelcholaisteanchlair.com""","""Me\u00e1nscoil l\u00e1n-Ghaeilge in Inis, Contae an Chl\u00e1ir. Irish-medium co-ed secondary school in Ennis, Co Clare."""
155,"""NtoshToyin""",9849,"""RT @qz: There\u2019s a third, newly-identified type of diabetes https://t.co/mfj8j7S70S""","""http://ntoshtoyin.blogspot.com""","""You stepped on the Tail, Live to tell it. I was tasked to Rule! Marrying a Prince! Nana means Princess! Birthed a Tribal King! Broke ROYALTY @konceptkraal"""
156,"""Chillslincoln79""",201,"""RT @psquireslincoln: Great to talk to @DiabetesUK Uppingham self - help group on monday about our #diabetes research at @UoLLifeSciences @C\u2026""","""http://staff.lincoln.ac.uk/chills""","""Reader in Diabetes and Endocrinology at University of Lincoln with research interests in CKD, connexins, inflammation and fibrosis."""
157,"""Yogafrosch1407""",479,"""RT @BSugar_Lounge: Nicht vergessen: In der Nacht von Samstag auf Sonntag wird die Uhr umgestellt. Tipps dazu (mit Daten von 2016): https://\u2026""",null,"""Software tester & test manager by day, cat owner & Reiki Master at night. Enjoy reading, movies, theatre, music, cooking. Occasional yoga and meditiation,too."""
158,"""pownutrition""",485,"""@fatisourfriend @puddleg @FructoseNo @ProfTimNoakes As a health professional, today stung.Not being allowed to a he\u2026 https://t.co/aRePDIv5AV""","""http://www.powernutrition.com.au""","""Registered Nutritionist@Anthony Power Nutrition (tweets are my own views/opinions)"""
159,"""franjoan13""",1136,"""RT @renatabb: La Asociaci\u00f3n Puertorrique\u00f1a de Diabetes nos dice donde hay insulina gratis. RT to save a life \ud83e\udd17 https://t.co/EMH5xO97gK""","""http://Instagram.com/franjoan13""","""\u2728NineTeen\u2728"""
160,"""SurabayaPromo""",899,"""Jual Herbal Diabetes di Surabaya, WA: 085733328070 (Rinda) #HerbalDiabetesSurabaya https://t.co/kCucgqq6G0""",null,"""Media Promosi Surabaya, follow @SurabayPromo"""
161,"""doctorsimon2""",581,"""RT @infosalus_com: Los pacientes con diabetes no sienten igual los s\u00edntomas del infarto\n https://t.co/yOAEirrfxt""","""http://www.fiamc.org""","""Presidente internacional de los m\u00e9dicos cat\u00f3licos (2006-2014)"""
162,"""SiguesTeSigo""",219884,"""La falta de sue\u00f1o puede incrementar el riesgo de diabetes y obesidad https://t.co/fvGIJKlnUz \n #siguemeytesigo""","""http://www.tucucu.com""","""Me gusta la actualidad, moda, curiosidades y mucho m\u00e1s s\u00edgueme y te sigo en seguida"""
163,"""omebikokuhochi""",47,"""The planetary diabetic neuropathy marketplace is rig-fused in which the pronounced contender clasp special hand effects of diabetes...""",null,"""? hi, im a janoskianator and this is another fail acc bc i dont get noticed by the janoskians ?"""
164,"""weightloss0fast""",43,"""#Diabetes The Diabetes Breakthrough Your Doctor Won't Tell You About https://t.co/MCKp95k4V9 https://t.co/rBW0yiNwe6""","""http://www.isound.co.nz/""","""Good solutions, products and ideas .... follow us to find what are you looking for"""
165,"""gchaltikyan""",157,"""Type 3c diabetes https://t.co/Lk9r1CEaL8""","""http://www.armtelemed.org""","""General / Laparoscopic Surgeon with 10+ years of clinical, teaching, research experience. Co-founder / president of Armenian Association of Telemedicine (AATM)."""
